citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,actual_vote
C5727,Odyssey,0,0,0,9,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,3,46-55,1,1,Diploma,7,ACL,AQU,Odyssey
C5728,Odyssey,0,1,0,7,0,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0,15,0,15,0,3,55+,1,0,Masters,6,AZG,ARA,Odyssey
C5729,Tokugawa,0,0,6,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,15,15,0,1,46-55,1,0,Primary,8,AEC,AEC,Tokugawa
C5730,Tokugawa,2,0,10,0,0,0,0,4,0,0,1,0,2,0,0,0,0,2,0,0,0,0,15,0,0,3,46-55,1,1,Degree,7,ACL,AEC,Tokugawa
C5731,Tokugawa,3,0,12,0,2,3,0,5,0,2,0,0,1,0,0,0,0,3,0,0,10,0,15,0,7,4,18-24,1,0,Masters,7,AEC,AEC,Tokugawa
C5732,Cosmos,16,1,0,0,7,12,1,0,0,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,36-45,1,0,Diploma,3,ANQ,AHO,Cosmos
C5733,Odyssey,0,0,0,10,2,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,15,15,2,46-55,1,0,Masters,8,AVG,AVG,Odyssey
C5734,Centaur,7,0,7,0,0,1,0,5,0,0,0,0,0,0,0,6,0,1,0,0,15,15,15,0,0,4,18-24,1,0,Masters,6,APH,ANQ,Tokugawa
C5735,Odyssey,0,0,0,21,2,0,0,0,10,2,0,0,0,2,0,0,0,0,6,0,0,0,0,15,15,3,25-35,1,0,Masters,7,AET,AQX,Odyssey
C5736,Cosmos,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,36-45,1,0,Masters,3,AJI,ASE,Cosmos
C5737,Cosmos,8,9,4,0,6,1,6,0,0,3,0,0,1,0,0,7,3,0,0,3,7,0,15,0,0,4,36-45,1,0,Degree,6,APH,AIW,Ebony
C5738,Centaur,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,3,25-35,1,0,Degree,11,AMF,AMF,Centaur
C5739,Centaur,11,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,0,0,0,2,46-55,1,1,Degree,9,ARK,ARK,Centaur
C5740,Cosmos,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,55+,0,0,Degree,8,AWP,ACL,Centaur
C5741,Centaur,5,3,0,0,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,15,7,0,0,7,2,18-24,1,0,Primary,7,AOT,AOV,Centaur
C5742,Ebony,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,3,36-45,1,0,Masters,7,APH,APH,Ebony
C5743,Ebony,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,4,18-24,0,0,Degree,8,ABX,ABX,Ebony
C5744,Ebony,0,6,8,0,0,0,0,6,0,0,0,1,0,0,0,0,4,2,0,0,0,10,8,0,0,3,55+,1,0,Degree,9,APH,APH,Ebony
C5745,Cosmos,6,0,0,0,7,2,0,0,0,3,1,0,0,0,1,2,0,0,0,0,15,0,0,0,15,1,18-24,1,0,Degree,9,AWX,AWX,Cosmos
C5746,Centaur,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,4,25-35,1,0,Masters,6,ATI,ATI,Centaur
C5747,Centaur,6,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,36-45,1,0,Diploma,7,AHO,AET,Odyssey
C5748,Odyssey,0,0,1,7,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,12,0,1,25-35,1,0,Primary,6,AOV,AOV,Odyssey
C5749,Odyssey,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,4,25-35,1,0,Masters,8,AET,AET,Odyssey
C5750,Ebony,0,10,8,0,0,0,2,6,0,0,0,0,0,0,0,0,5,2,0,0,0,15,15,0,0,1,36-45,1,0,Diploma,7,AEC,AEC,Tokugawa
C5751,Cosmos,0,1,1,3,18,0,0,1,1,5,0,0,0,1,5,0,1,0,0,0,0,15,15,15,12,4,25-35,1,0,Primary,9,AJI,AJI,Cosmos
C5752,Odyssey,0,1,0,8,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,15,0,15,0,3,55+,1,1,Diploma,7,AHO,AOT,Ebony
C5753,Centaur,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,15,15,0,1,46-55,1,0,Degree,7,AET,AHO,Cosmos
C5754,Centaur,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,25-35,0,0,Degree,5,ARK,AEC,Centaur
C5755,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,36-45,0,0,Degree,5,AGD,AGD,Odyssey
C5756,Cosmos,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,18-24,1,0,Degree,8,AHR,AHR,Cosmos
C5757,Cosmos,0,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,3,18-24,0,1,Degree,9,AHR,AWX,Cosmos
C5758,Odyssey,2,0,0,7,0,2,0,0,4,0,0,0,0,1,0,0,0,0,1,0,15,0,0,15,15,3,55+,0,0,Degree,7,AMH,AHJ,Odyssey
C5759,Centaur,6,0,0,4,0,2,0,0,3,0,2,0,0,0,0,0,0,0,1,0,15,0,0,15,0,3,25-35,1,0,Degree,8,AHR,AXT,Odyssey
C5760,Cosmos,0,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,3,18-24,1,0,Masters,6,ACL,AJI,Cosmos
C5761,Cosmos,4,3,0,3,4,2,2,0,3,0,1,0,0,0,2,0,1,0,0,0,15,15,0,15,15,1,25-35,0,1,Masters,7,ATI,ASF,Centaur
C5762,Centaur,7,0,0,7,0,7,0,0,6,0,0,0,0,0,0,0,0,0,1,0,15,0,0,15,0,4,25-35,1,0,Degree,5,AAE,AHJ,Centaur
C5763,Tokugawa,0,0,20,0,0,0,0,8,0,0,0,0,2,0,0,0,0,6,0,0,0,0,15,0,0,4,36-45,1,0,Degree,8,AMI,AMI,Tokugawa
C5764,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,46-55,0,0,Masters,8,AJI,AJI,Cosmos
C5765,Odyssey,1,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,15,0,0,15,0,1,55+,1,1,Masters,7,ABA,ABA,Odyssey
C5766,Cosmos,0,0,4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,15,0,15,4,46-55,0,1,Masters,9,AMI,AJI,Tokugawa
C5767,Ebony,0,7,0,3,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,0,15,0,3,18-24,0,0,Masters,9,AQT,ASE,Ebony
C5768,Tokugawa,0,0,21,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,15,0,15,0,0,4,55+,1,0,Diploma,7,ANQ,APH,Tokugawa
C5769,Odyssey,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,1,46-55,0,0,Degree,5,ACL,AQU,Centaur
C5770,Odyssey,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,25-35,1,0,Masters,8,AXT,AXT,Odyssey
C5771,Odyssey,6,0,0,8,0,2,0,0,8,0,2,0,0,0,0,0,0,0,0,0,15,0,0,15,0,1,36-45,1,0,Masters,5,AZN,AZN,Centaur
C5772,Cosmos,0,0,0,15,2,0,0,0,12,2,0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,1,55+,1,0,Masters,7,ACD,AVV,Cosmos
C5773,Tokugawa,0,0,4,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,3,46-55,1,0,Degree,2,AXL,AXL,Tokugawa
C5774,Cosmos,7,0,0,0,6,3,0,0,0,1,2,0,0,0,1,0,0,0,0,3,12,15,0,0,4,1,25-35,1,0,Diploma,6,APH,AJI,Tokugawa
C5775,Ebony,0,7,2,0,0,0,5,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,4,55+,1,0,Degree,6,AEC,AEC,Ebony
C5776,Odyssey,2,0,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,15,0,15,0,3,46-55,0,1,Masters,9,AQT,AQT,Centaur
C5777,Centaur,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,15,0,3,18-24,1,1,Masters,6,AET,AET,Centaur
C5778,Centaur,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,55+,1,0,Masters,7,ANQ,ANQ,Centaur
C5779,Ebony,0,9,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,7,0,0,0,3,36-45,1,0,Diploma,5,ATJ,ATJ,Ebony
C5780,Ebony,0,6,0,4,0,0,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,15,0,15,0,1,18-24,1,0,Primary,6,ABX,ABX,Ebony
C5781,Odyssey,0,0,0,6,3,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,4,55+,1,0,Masters,7,ALH,AWX,Cosmos
C5782,Ebony,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,18-24,1,0,Degree,8,ACL,ATI,Centaur
C5783,Centaur,20,0,0,0,13,3,0,0,0,2,6,0,0,0,4,0,0,0,0,0,15,0,0,0,15,2,46-55,0,0,Masters,4,ATI,ATI,Centaur
C5784,Ebony,0,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,0,4,25-35,1,0,Masters,7,ABX,ABX,Ebony
C5785,Cosmos,0,1,0,0,11,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,15,0,0,15,3,55+,1,0,Masters,7,AWX,AHR,Cosmos
C5786,Cosmos,0,4,0,0,10,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,15,4,25-35,1,0,Degree,8,AFX,AFX,Cosmos
C5787,Ebony,1,7,4,0,0,1,3,1,0,0,0,0,0,0,0,0,4,2,0,0,15,15,15,0,0,1,18-24,0,0,Masters,7,AWX,AWX,Cosmos
C5788,Ebony,0,10,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,0,0,1,18-24,0,0,Degree,7,ACL,AUQ,Ebony
C5789,Ebony,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,0,0,0,3,18-24,0,0,Masters,7,ALA,ALA,Ebony
C5790,Centaur,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,4,55+,0,0,Masters,9,ATI,ATI,Centaur
C5791,Ebony,0,8,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6,0,0,0,3,36-45,0,0,Masters,7,AWW,AWW,Ebony
C5792,Ebony,1,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1,36-45,1,1,Degree,5,AXZ,AGD,Ebony
C5793,Odyssey,2,1,0,18,3,2,1,0,17,1,0,0,0,0,1,0,0,0,1,0,15,15,0,15,15,3,55+,1,0,Masters,8,AWT,ATU,Odyssey
C5794,Tokugawa,2,3,6,0,0,1,0,4,0,0,0,0,0,0,0,1,3,2,0,0,15,15,15,0,0,3,25-35,1,0,Diploma,6,APH,APH,Ebony
C5795,Centaur,14,0,0,0,0,4,0,0,0,0,1,0,0,0,0,6,0,0,0,0,10,0,0,0,0,4,25-35,1,0,Masters,6,AHS,AHS,Centaur
C5796,Cosmos,0,0,0,2,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,15,0,0,15,15,3,55+,0,0,Masters,5,AOV,AXT,Cosmos
C5797,Cosmos,0,0,0,0,13,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,1,18-24,1,0,Primary,5,AWW,AWW,Cosmos
C5798,Centaur,10,0,0,6,3,2,0,0,0,1,4,0,0,3,1,0,0,0,0,0,4,0,0,15,0,3,46-55,1,0,Primary,7,AOV,AOV,Cosmos
C5799,Odyssey,0,0,0,9,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,4,46-55,0,0,Diploma,7,AOV,AHO,Odyssey
C5800,Centaur,9,2,0,0,7,1,0,0,0,1,0,0,0,0,3,5,1,0,0,0,15,15,0,0,15,1,36-45,1,0,Masters,8,ATI,ATI,Centaur
C5801,Odyssey,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,3,18-24,1,0,Masters,5,AYE,AYE,Odyssey
C5802,Cosmos,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,46-55,1,0,Degree,8,ASF,ACL,Cosmos
C5803,Ebony,0,11,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0,15,0,0,0,3,18-24,1,1,Diploma,8,AHO,AHO,Ebony
C5804,Ebony,0,7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,4,25-35,1,0,Degree,8,ABX,ABX,Ebony
C5805,Odyssey,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,1,55+,1,1,Diploma,7,ACL,ASF,Odyssey
C5806,Ebony,0,21,0,0,0,0,4,0,0,0,0,2,0,0,0,0,7,0,0,0,0,15,0,0,0,3,18-24,1,0,Degree,8,AII,AII,Ebony
C5807,Ebony,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,4,18-24,1,1,Degree,6,AQT,AQT,Ebony
C5808,Cosmos,1,2,0,0,9,1,1,0,0,5,0,0,0,0,2,0,1,0,0,0,15,0,0,0,7,1,25-35,1,0,Degree,6,AJI,AJI,Centaur
C5809,Odyssey,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,55+,1,0,Diploma,8,AWK,AWK,Odyssey
C5810,Ebony,3,3,0,0,2,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0,13,0,0,0,12,4,25-35,1,0,Primary,6,ATE,ATI,Cosmos
C5811,Ebony,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,3,36-45,0,1,Degree,7,ADE,ADE,Ebony
C5812,Ebony,0,9,0,11,0,0,9,0,3,0,0,0,0,1,0,0,0,0,3,0,0,15,0,15,0,3,18-24,0,0,Diploma,4,AUE,AUE,Odyssey
C5813,Tokugawa,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,3,55+,0,1,Masters,7,ACL,APH,Tokugawa
C5814,Cosmos,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,4,25-35,1,0,Primary,6,AJI,AJI,Cosmos
C5815,Cosmos,0,1,3,0,3,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,7,10,0,8,1,25-35,1,0,Diploma,7,AJI,AJI,Ebony
C5816,Odyssey,2,4,3,8,0,2,1,0,8,0,0,1,0,0,0,0,1,1,0,0,15,11,0,15,15,3,18-24,1,0,Degree,8,AOV,ACO,Tokugawa
C5817,Centaur,8,12,0,0,0,2,5,0,0,0,0,1,0,0,0,4,3,0,0,0,0,3,0,0,0,1,55+,1,0,Masters,7,ATU,ATU,Cosmos
C5818,Tokugawa,0,2,7,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,3,25-35,1,0,Degree,5,AEC,AEC,Tokugawa
C5819,Centaur,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,25-35,1,0,Diploma,5,ACL,AHS,Centaur
C5820,Cosmos,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,15,7,15,0,0,3,25-35,0,0,Masters,4,AEC,APH,Tokugawa
C5821,Centaur,5,3,4,1,0,4,0,0,1,0,0,0,1,0,0,1,3,0,0,0,12,15,15,15,0,1,25-35,1,0,Masters,8,ATU,AJV,Centaur
C5822,Ebony,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,1,18-24,1,0,Degree,5,ABX,AOV,Ebony
C5823,Odyssey,1,3,0,5,0,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,15,15,0,15,0,4,46-55,1,0,Masters,3,AEO,AOT,Ebony
C5824,Odyssey,3,6,0,18,0,3,5,0,10,0,0,0,0,2,0,0,1,0,4,0,15,12,0,15,0,3,25-35,1,0,Masters,6,ADV,ADV,Odyssey
C5825,Odyssey,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,3,36-45,1,0,Degree,8,AQX,AQX,Odyssey
C5826,Odyssey,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,1,Degree,7,AES,ATA,Odyssey
C5827,Centaur,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,15,0,0,0,4,25-35,0,1,Degree,8,APH,ADV,Tokugawa
C5828,Ebony,0,6,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,15,7,0,0,4,46-55,1,0,Masters,10,AXZ,AXZ,Cosmos
C5829,Cosmos,2,0,0,4,9,0,0,0,2,1,1,0,0,1,4,0,0,0,0,0,15,0,0,15,15,1,46-55,0,0,Masters,8,AOV,AOV,Cosmos
C5830,Odyssey,0,0,0,12,2,0,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,15,15,1,25-35,1,1,Degree,7,APH,ATI,Odyssey
C5831,Cosmos,1,0,0,1,6,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,3,25-35,1,0,Masters,7,AWX,AWX,Cosmos
C5832,Ebony,3,2,1,1,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,15,15,15,15,15,1,46-55,0,0,Diploma,8,AHO,ANQ,Cosmos
C5833,Odyssey,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,18-24,1,0,Degree,6,ACL,ABX,Ebony
C5834,Odyssey,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,15,0,15,15,1,46-55,0,0,Primary,7,AMR,AHO,Ebony
C5835,Centaur,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,4,46-55,1,0,Masters,6,AFP,AFP,Tokugawa
C5836,Odyssey,0,0,0,11,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,1,25-35,1,1,Masters,8,ACL,AWD,Odyssey
C5837,Odyssey,1,1,0,8,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,15,7,0,15,0,4,46-55,1,0,Masters,6,AWI,AWI,Odyssey
C5838,Cosmos,1,0,0,0,4,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,4,25-35,1,0,Degree,7,AII,AAB,Centaur
C5839,Cosmos,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,2,46-55,1,0,Diploma,10,ATI,ATI,Cosmos
C5840,Cosmos,0,15,0,0,2,0,7,0,0,2,0,3,0,0,0,0,0,0,0,0,0,15,0,0,15,3,36-45,1,1,Masters,5,ASE,ASE,Ebony
C5841,Ebony,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,3,18-24,1,0,Masters,7,ABX,ABX,Ebony
C5842,Cosmos,2,0,0,3,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,15,0,0,15,5,4,46-55,0,0,Diploma,5,AWX,AXG,Cosmos
C5843,Tokugawa,1,0,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,15,15,15,0,4,46-55,0,0,Degree,7,AEC,AEC,Tokugawa
C5844,Centaur,1,0,2,5,1,1,0,1,1,1,0,0,0,2,0,0,0,1,0,0,15,0,15,15,15,3,18-24,0,0,Degree,6,AOV,AOV,Cosmos
C5845,Centaur,4,2,1,1,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,12,12,0,15,0,3,55+,1,0,Masters,8,AEC,AEC,Centaur
C5846,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,36-45,1,0,Primary,8,AHS,AWW,Centaur
C5847,Centaur,21,0,0,0,0,9,0,0,0,0,5,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,36-45,1,0,Degree,6,ACD,ACD,Centaur
C5848,Tokugawa,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,15,0,0,4,55+,1,0,Masters,7,ANQ,ANQ,Tokugawa
C5849,Ebony,1,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,3,18-24,0,1,Degree,6,AKD,AKD,Ebony
C5850,Ebony,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,3,46-55,0,0,Degree,5,ANQ,ANQ,Ebony
C5851,Odyssey,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,15,0,15,0,3,18-24,1,1,Masters,7,ABJ,AOT,Odyssey
C5852,Centaur,11,5,0,6,3,3,2,0,3,1,1,0,0,1,1,1,2,0,0,0,4,0,0,11,0,1,18-24,1,0,Diploma,7,ACD,ACD,Ebony
C5853,Cosmos,0,0,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,1,25-35,1,0,Degree,8,AJI,AJI,Cosmos
C5854,Cosmos,0,0,0,0,14,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,15,0,0,0,15,4,25-35,1,1,Diploma,7,AMS,AMS,Cosmos
C5855,Centaur,16,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,25-35,1,0,Diploma,6,AOV,AOV,Centaur
C5856,Cosmos,1,0,0,0,10,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,15,15,0,0,15,3,55+,1,0,Degree,9,AMR,AMR,Cosmos
C5857,Ebony,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,25-35,1,1,Degree,6,AWW,AEC,Centaur
C5858,Cosmos,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,25-35,1,0,Masters,10,AMS,AMS,Cosmos
C5859,Ebony,1,5,4,0,0,1,3,1,0,0,0,1,0,0,0,0,0,3,0,0,15,15,15,0,0,3,46-55,1,0,Masters,8,ANQ,AMI,Tokugawa
C5860,Centaur,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,4,25-35,1,0,Masters,4,ACL,AXT,Cosmos
C5861,Odyssey,6,1,0,11,0,1,1,0,3,0,1,0,0,2,0,0,0,0,0,0,15,15,0,15,0,2,25-35,1,0,Masters,8,AMZ,AMZ,Centaur
C5862,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,55+,0,1,Masters,8,AUE,ACL,Ebony
C5863,Odyssey,0,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,15,15,0,4,46-55,1,0,Degree,6,AEC,AZG,Tokugawa
C5864,Tokugawa,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,25-35,1,0,Diploma,5,AEC,AEC,Tokugawa
C5865,Cosmos,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,36-45,0,0,Degree,5,AWX,AWX,Cosmos
C5866,Centaur,3,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,55+,0,0,Degree,7,AES,AOV,Centaur
C5867,Cosmos,0,0,0,3,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,15,7,3,55+,1,1,Degree,9,AET,AET,Cosmos
C5868,Cosmos,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,3,25-35,0,0,Masters,7,AWX,AOT,Ebony
C5869,Ebony,0,7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,4,18-24,0,1,Masters,7,ASC,ASC,Ebony
C5870,Odyssey,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,46-55,1,0,Degree,7,AFX,AFX,Odyssey
C5871,Ebony,2,5,0,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,9,4,0,0,0,4,25-35,1,0,Masters,7,AWX,AWX,Ebony
C5872,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,18-24,0,0,Degree,5,APH,ACL,Tokugawa
C5873,Ebony,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,18-24,1,0,Degree,5,AOV,AOV,Odyssey
C5874,Ebony,2,20,0,0,0,2,3,0,0,0,0,0,0,0,0,0,9,0,0,0,15,14,0,0,0,1,25-35,1,0,Degree,8,ABX,ABX,Ebony
C5875,Ebony,0,5,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,1,18-24,0,1,Diploma,6,ABX,ABX,Ebony
C5876,Odyssey,1,0,0,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,18-24,0,0,Masters,9,AUD,AUD,Odyssey
C5877,Centaur,3,3,7,0,0,0,2,4,0,0,0,0,1,0,0,1,1,1,0,0,15,15,15,0,0,1,36-45,1,0,Degree,7,AJI,ABX,Centaur
C5878,Odyssey,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,25-35,0,1,Primary,7,AOV,AMH,Odyssey
C5879,Ebony,10,9,0,0,0,4,8,0,0,0,2,0,0,0,0,1,1,0,0,0,15,15,0,0,0,1,36-45,1,0,Masters,3,ALE,AHS,Cosmos
C5880,Odyssey,0,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,36-45,1,0,Degree,6,AHR,AHR,Odyssey
